"CWE_ID","CVE_ID"
"CWE-287","CVE-2021-31917"
"CWE-200","CVE-2021-31918"
"CWE-772","CVE-2021-31919"
"CWE-863","CVE-2021-31920"
"CWE-862","CVE-2021-31921"
"CWE-335","CVE-2021-31922"
"CWE-444","CVE-2021-31923"
"NVD-CWE-noinfo","CVE-2021-31924"
"CWE-20","CVE-2021-31925"
"CWE-863","CVE-2021-31926"
"CWE-829","CVE-2021-31927"
"CWE-269","CVE-2021-31928"
"CWE-732","CVE-2021-31929"
"NVD-CWE-noinfo","CVE-2021-3193"
"CWE-79","CVE-2021-31930"
"CWE-20","CVE-2021-31933"
"CWE-79","CVE-2021-31934"
"CWE-79","CVE-2021-31935"
"NVD-CWE-noinfo","CVE-2021-31936"
"CWE-269","CVE-2021-31938"
"NVD-CWE-noinfo","CVE-2021-31939"
"NVD-CWE-noinfo","CVE-2021-31940"
"NVD-CWE-noinfo","CVE-2021-31941"
"NVD-CWE-noinfo","CVE-2021-31942"
"NVD-CWE-noinfo","CVE-2021-31943"
"CWE-200","CVE-2021-31944"
"NVD-CWE-noinfo","CVE-2021-31945"
"NVD-CWE-noinfo","CVE-2021-31946"
"NVD-CWE-noinfo","CVE-2021-31947"
"CWE-20","CVE-2021-31948"
"NVD-CWE-noinfo","CVE-2021-31949"
"CWE-20","CVE-2021-3195"
"CWE-918","CVE-2021-31950"
"CWE-269","CVE-2021-31951"
"CWE-269","CVE-2021-31952"
"CWE-269","CVE-2021-31953"
"CWE-269","CVE-2021-31954"
"CWE-200","CVE-2021-31955"
"CWE-269","CVE-2021-31956"
"NVD-CWE-noinfo","CVE-2021-31957"
"CWE-269","CVE-2021-31958"
"NVD-CWE-noinfo","CVE-2021-31959"
"CWE-347","CVE-2021-3196"
"CWE-200","CVE-2021-31960"
"CWE-269","CVE-2021-31961"
"NVD-CWE-noinfo","CVE-2021-31962"
"NVD-CWE-noinfo","CVE-2021-31963"
"NVD-CWE-noinfo","CVE-2021-31964"
"NVD-CWE-noinfo","CVE-2021-31965"
"NVD-CWE-noinfo","CVE-2021-31966"
"NVD-CWE-noinfo","CVE-2021-31967"
"NVD-CWE-noinfo","CVE-2021-31968"
"CWE-269","CVE-2021-31969"
"CWE-74","CVE-2021-3197"
"NVD-CWE-noinfo","CVE-2021-31970"
"NVD-CWE-noinfo","CVE-2021-31971"
"CWE-200","CVE-2021-31972"
"CWE-269","CVE-2021-31973"
"NVD-CWE-noinfo","CVE-2021-31974"
"CWE-200","CVE-2021-31975"
"CWE-200","CVE-2021-31976"
"CWE-119","CVE-2021-31977"
"NVD-CWE-noinfo","CVE-2021-31978"
"CWE-269","CVE-2021-31979"
"CWE-78","CVE-2021-3198"
"NVD-CWE-noinfo","CVE-2021-31980"
"NVD-CWE-noinfo","CVE-2021-31983"
"NVD-CWE-noinfo","CVE-2021-31984"
"NVD-CWE-noinfo","CVE-2021-31985"
"CWE-787","CVE-2021-31986"
"CWE-20","CVE-2021-31987"
"CWE-20","CVE-2021-31988"
"CWE-312","CVE-2021-31989"
"CWE-22","CVE-2021-3199"
"CWE-415","CVE-2021-31996"
"CWE-61","CVE-2021-31997"
"CWE-276","CVE-2021-31998"
"CWE-807","CVE-2021-31999"
"CWE-120","CVE-2021-3200"
"CWE-61","CVE-2021-32000"
"CWE-311","CVE-2021-32001"
"CWE-863","CVE-2021-32002"
"CWE-522","CVE-2021-32003"
"NVD-CWE-Other","CVE-2021-32004"
"CWE-400","CVE-2021-32012"
"CWE-400","CVE-2021-32013"
"CWE-400","CVE-2021-32014"
"CWE-862","CVE-2021-32015"
"CWE-22","CVE-2021-32016"
"NVD-CWE-noinfo","CVE-2021-32017"
"CWE-22","CVE-2021-32018"
"CWE-79","CVE-2021-32019"
"CWE-119","CVE-2021-32020"
"NVD-CWE-noinfo","CVE-2021-32021"
"NVD-CWE-noinfo","CVE-2021-32022"
"CWE-269","CVE-2021-32023"
"NVD-CWE-noinfo","CVE-2021-32024"
"CWE-119","CVE-2021-32027"
"CWE-190","CVE-2021-32027"
"NVD-CWE-noinfo","CVE-2021-32028"
"CWE-200","CVE-2021-32029"
"CWE-287","CVE-2021-32030"
"CWE-401","CVE-2021-32032"
"CWE-287","CVE-2021-32033"
"CWE-617","CVE-2021-32037"
"CWE-918","CVE-2021-3204"
"CWE-89","CVE-2021-32051"
"CWE-79","CVE-2021-32052"
"CWE-400","CVE-2021-32053"
"CWE-706","CVE-2021-32054"
"CWE-125","CVE-2021-32055"
"CWE-732","CVE-2021-32056"
"CWE-22","CVE-2021-32061"
"CWE-863","CVE-2021-32062"
"CWE-326","CVE-2021-32066"
"CWE-116","CVE-2021-32067"
"CWE-770","CVE-2021-32068"
"CWE-295","CVE-2021-32069"
"CWE-1021","CVE-2021-32070"
"CWE-287","CVE-2021-32071"
"CWE-116","CVE-2021-32072"
"CWE-352","CVE-2021-32073"
"CWE-532","CVE-2021-32074"
"CWE-502","CVE-2021-32075"
"CWE-290","CVE-2021-32076"
"CWE-200","CVE-2021-32077"
"CWE-125","CVE-2021-32078"
"CWE-434","CVE-2021-32089"
"CWE-77","CVE-2021-32090"
"CWE-79","CVE-2021-32091"
"CWE-79","CVE-2021-32092"
"CWE-862","CVE-2021-32093"
"CWE-434","CVE-2021-32094"
"CWE-862","CVE-2021-32095"
"CWE-352","CVE-2021-32096"
"CWE-502","CVE-2021-32098"
"CWE-89","CVE-2021-32099"
"CWE-79","CVE-2021-3210"
"NVD-CWE-Other","CVE-2021-32100"
"CWE-732","CVE-2021-32101"
"CWE-89","CVE-2021-32102"
"CWE-79","CVE-2021-32103"
"CWE-89","CVE-2021-32104"
"CWE-79","CVE-2021-32106"
"CWE-352","CVE-2021-32122"
"CWE-476","CVE-2021-32132"
"CWE-476","CVE-2021-32134"
"CWE-476","CVE-2021-32135"
"CWE-787","CVE-2021-32136"
"CWE-787","CVE-2021-32137"
"CWE-476","CVE-2021-32138"
"CWE-476","CVE-2021-32139"
"CWE-862","CVE-2021-32172"
"NVD-CWE-noinfo","CVE-2021-32198"
"CWE-79","CVE-2021-32202"
"CWE-22","CVE-2021-3223"
"CWE-79","CVE-2021-32233"
"NVD-CWE-noinfo","CVE-2021-32234"
"CWE-787","CVE-2021-32238"
"CWE-79","CVE-2021-3224"
"CWE-434","CVE-2021-32243"
"CWE-79","CVE-2021-32244"
"CWE-79","CVE-2021-32245"
"CWE-787","CVE-2021-32263"
"CWE-120","CVE-2021-32265"
"CWE-787","CVE-2021-32268"
"CWE-476","CVE-2021-32269"
"CWE-476","CVE-2021-32270"
"CWE-787","CVE-2021-32271"
"CWE-787","CVE-2021-32272"
"CWE-787","CVE-2021-32273"
"CWE-787","CVE-2021-32274"
"CWE-476","CVE-2021-32275"
"CWE-476","CVE-2021-32276"
"CWE-787","CVE-2021-32277"
"CWE-787","CVE-2021-32278"
"CWE-476","CVE-2021-32280"
"CWE-787","CVE-2021-32281"
"CWE-787","CVE-2021-32282"
"CWE-476","CVE-2021-32283"
"CWE-476","CVE-2021-32284"
"CWE-476","CVE-2021-32285"
"CWE-787","CVE-2021-32286"
"CWE-787","CVE-2021-32287"
"CWE-787","CVE-2021-32288"
"CWE-476","CVE-2021-32289"
"NVD-CWE-noinfo","CVE-2021-3229"
"CWE-787","CVE-2021-32294"
"CWE-787","CVE-2021-32297"
"CWE-787","CVE-2021-32298"
"CWE-787","CVE-2021-32299"
"CWE-78","CVE-2021-32305"
"CWE-89","CVE-2021-3239"
"CWE-362","CVE-2021-32399"
"CWE-352","CVE-2021-32402"
"CWE-352","CVE-2021-32403"
"CWE-352","CVE-2021-32424"
"CWE-79","CVE-2021-32426"
"CWE-79","CVE-2021-3243"
"CWE-476","CVE-2021-32437"
"CWE-476","CVE-2021-32438"
"CWE-120","CVE-2021-32439"
"CWE-476","CVE-2021-32440"
"CWE-200","CVE-2021-32453"
"CWE-798","CVE-2021-32454"
"CWE-400","CVE-2021-32455"
"CWE-319","CVE-2021-32456"
"CWE-269","CVE-2021-32457"
"CWE-787","CVE-2021-32458"
"CWE-798","CVE-2021-32459"
"CWE-787","CVE-2021-3246"
"CWE-863","CVE-2021-32460"
"CWE-681","CVE-2021-32461"
"NVD-CWE-Other","CVE-2021-32462"
"CWE-732","CVE-2021-32463"
"CWE-276","CVE-2021-32464"
"CWE-281","CVE-2021-32465"
"CWE-427","CVE-2021-32466"
"CWE-79","CVE-2021-32470"
"CWE-20","CVE-2021-32471"
"CWE-79","CVE-2021-32481"
"CWE-79","CVE-2021-32482"
"CWE-269","CVE-2021-32483"
"CWE-787","CVE-2021-32484"
"CWE-787","CVE-2021-32485"
"CWE-787","CVE-2021-32486"
"CWE-787","CVE-2021-32487"
"CWE-190","CVE-2021-32489"
"CWE-787","CVE-2021-32490"
"CWE-190","CVE-2021-32491"
"CWE-125","CVE-2021-32492"
"CWE-787","CVE-2021-32493"
"CWE-326","CVE-2021-32496"
"NVD-CWE-noinfo","CVE-2021-32497"
"CWE-22","CVE-2021-32498"
"CWE-77","CVE-2021-32499"
"CWE-22","CVE-2021-32506"
"CWE-36","CVE-2021-32506"
"CWE-36","CVE-2021-32507"
"CWE-22","CVE-2021-32508"
"CWE-61","CVE-2021-32509"
"CWE-548","CVE-2021-32510"
"CWE-548","CVE-2021-32511"
"CWE-78","CVE-2021-32512"
"CWE-78","CVE-2021-32513"
"CWE-284","CVE-2021-32514"
"CWE-548","CVE-2021-32515"
"CWE-22","CVE-2021-32516"
"CWE-284","CVE-2021-32517"
"CWE-61","CVE-2021-32518"
"CWE-916","CVE-2021-32519"
"CWE-522","CVE-2021-3252"
"CWE-321","CVE-2021-32520"
"CWE-798","CVE-2021-32521"
"CWE-307","CVE-2021-32522"
"CWE-285","CVE-2021-32523"
"CWE-78","CVE-2021-32524"
"CWE-259","CVE-2021-32525"
"CWE-732","CVE-2021-32526"
"CWE-732","CVE-2021-32526"
"CWE-22","CVE-2021-32527"
"NVD-CWE-Other","CVE-2021-32528"
"CWE-77","CVE-2021-32529"
"CWE-78","CVE-2021-32530"
"CWE-78","CVE-2021-32531"
"CWE-22","CVE-2021-32532"
"CWE-78","CVE-2021-32533"
"CWE-78","CVE-2021-32534"
"CWE-798","CVE-2021-32535"
"CWE-79","CVE-2021-32536"
"CWE-119","CVE-2021-32537"
"CWE-434","CVE-2021-32538"
"CWE-79","CVE-2021-32539"
"CWE-79","CVE-2021-32540"
"CWE-287","CVE-2021-32541"
"CWE-79","CVE-2021-32542"
"CWE-287","CVE-2021-32543"
"CWE-79","CVE-2021-32544"
"CWE-59","CVE-2021-32547"
"CWE-59","CVE-2021-32548"
"CWE-59","CVE-2021-32549"
"CWE-59","CVE-2021-32550"
"CWE-59","CVE-2021-32551"
"CWE-59","CVE-2021-32552"
"CWE-59","CVE-2021-32553"
"CWE-59","CVE-2021-32554"
"CWE-59","CVE-2021-32555"
"CWE-78","CVE-2021-32556"
"CWE-59","CVE-2021-32557"
"CWE-74","CVE-2021-32558"
"CWE-190","CVE-2021-32559"
"CWE-88","CVE-2021-3256"
"NVD-CWE-noinfo","CVE-2021-32560"
"CWE-79","CVE-2021-32561"
"CWE-913","CVE-2021-32563"
"CWE-444","CVE-2021-32565"
"CWE-20","CVE-2021-32566"
"CWE-20","CVE-2021-32567"
"CWE-502","CVE-2021-32568"
"CWE-79","CVE-2021-32569"
"CWE-459","CVE-2021-32571"
"CWE-22","CVE-2021-32572"
"CWE-79","CVE-2021-32573"
"CWE-295","CVE-2021-32574"
"NVD-CWE-noinfo","CVE-2021-32575"
"CWE-610","CVE-2021-32576"
"CWE-269","CVE-2021-32577"
"CWE-610","CVE-2021-32578"
"CWE-287","CVE-2021-32579"
"CWE-79","CVE-2021-3258"
"CWE-427","CVE-2021-32580"
"CWE-295","CVE-2021-32581"
"CWE-89","CVE-2021-32582"
"CWE-863","CVE-2021-32587"
"CWE-798","CVE-2021-32588"
"CWE-89","CVE-2021-32590"
"CWE-327","CVE-2021-32591"
"CWE-427","CVE-2021-32592"
"CWE-434","CVE-2021-32594"
"CWE-400","CVE-2021-32595"
"CWE-916","CVE-2021-32596"
"CWE-79","CVE-2021-32597"
"CWE-444","CVE-2021-32598"
"NVD-CWE-noinfo","CVE-2021-32600"
"CWE-79","CVE-2021-32602"
"CWE-918","CVE-2021-32603"
"CWE-79","CVE-2021-32604"
"CWE-78","CVE-2021-32605"
"CWE-416","CVE-2021-32606"
"NVD-CWE-noinfo","CVE-2021-32607"
"NVD-CWE-noinfo","CVE-2021-32608"
"CWE-79","CVE-2021-32609"
"CWE-59","CVE-2021-32610"
"CWE-476","CVE-2021-32611"
"CWE-319","CVE-2021-32612"
"CWE-416","CVE-2021-32613"
"CWE-125","CVE-2021-32614"
"CWE-89","CVE-2021-32615"
"CWE-79","CVE-2021-32616"
"CWE-400","CVE-2021-32617"
"CWE-601","CVE-2021-32618"
"CWE-285","CVE-2021-32619"
"CWE-285","CVE-2021-32620"
"CWE-94","CVE-2021-32621"
"CWE-434","CVE-2021-32622"
"CWE-776","CVE-2021-32623"
"CWE-200","CVE-2021-32624"
"CWE-120","CVE-2021-32625"
"CWE-787","CVE-2021-32626"
"CWE-190","CVE-2021-32627"
"CWE-190","CVE-2021-32628"
"CWE-680","CVE-2021-32628"
"CWE-788","CVE-2021-32629"
"CWE-434","CVE-2021-32630"
"CWE-290","CVE-2021-32631"
"CWE-352","CVE-2021-32632"
"CWE-22","CVE-2021-32633"
"CWE-502","CVE-2021-32634"
"NVD-CWE-Other","CVE-2021-32635"
"CWE-20","CVE-2021-32635"
"CWE-923","CVE-2021-32635"
"CWE-287","CVE-2021-32637"
"CWE-200","CVE-2021-32638"
"CWE-214","CVE-2021-32638"
"CWE-918","CVE-2021-32639"
"CWE-89","CVE-2021-3264"
"CWE-400","CVE-2021-32640"
"CWE-79","CVE-2021-32641"
"CWE-20","CVE-2021-32642"
"CWE-22","CVE-2021-32643"
"CWE-79","CVE-2021-32644"
"CWE-601","CVE-2021-32645"
"CWE-287","CVE-2021-32646"
"CWE-74","CVE-2021-32647"
"CWE-640","CVE-2021-32648"
"CWE-287","CVE-2021-32648"
"CWE-90","CVE-2021-32651"
"CWE-862","CVE-2021-32652"
"CWE-201","CVE-2021-32653"
"CWE-639","CVE-2021-32654"
"NVD-CWE-Other","CVE-2021-32655"
"CWE-284","CVE-2021-32656"
"CWE-400","CVE-2021-32657"
"CWE-200","CVE-2021-32658"
"CWE-306","CVE-2021-32659"
"CWE-434","CVE-2021-32660"
"CWE-434","CVE-2021-32661"
"CWE-22","CVE-2021-32662"
"CWE-918","CVE-2021-32663"
"CWE-79","CVE-2021-32664"
"CWE-345","CVE-2021-32665"
"CWE-20","CVE-2021-32666"
"CWE-79","CVE-2021-32667"
"CWE-79","CVE-2021-32668"
"CWE-79","CVE-2021-32669"
"CWE-79","CVE-2021-32670"
"CWE-79","CVE-2021-32671"
"CWE-125","CVE-2021-32672"
"CWE-94","CVE-2021-32673"
"CWE-22","CVE-2021-32674"
"CWE-770","CVE-2021-32675"
"CWE-384","CVE-2021-32676"
"CWE-352","CVE-2021-32677"
"CWE-307","CVE-2021-32678"
"CWE-116","CVE-2021-32679"
"NVD-CWE-Other","CVE-2021-32680"
"CWE-79","CVE-2021-32681"
"CWE-22","CVE-2021-32682"
"CWE-78","CVE-2021-32682"
"CWE-918","CVE-2021-32682"
"CWE-79","CVE-2021-32683"
"CWE-670","CVE-2021-32684"
"CWE-347","CVE-2021-32685"
"CWE-362","CVE-2021-32686"
"CWE-190","CVE-2021-32687"
"CWE-552","CVE-2021-32688"
"CWE-200","CVE-2021-32689"
"CWE-200","CVE-2021-32690"
"CWE-287","CVE-2021-32691"
"CWE-287","CVE-2021-32693"
"CWE-248","CVE-2021-32694"
"CWE-200","CVE-2021-32695"
"CWE-843","CVE-2021-32696"
"CWE-20","CVE-2021-32697"
"CWE-918","CVE-2021-32698"
"CWE-400","CVE-2021-32699"
"CWE-306","CVE-2021-32700"
"CWE-863","CVE-2021-32701"
"CWE-79","CVE-2021-32702"
"CWE-307","CVE-2021-32703"
"CWE-89","CVE-2021-32704"
"CWE-307","CVE-2021-32705"
"CWE-94","CVE-2021-32706"
"CWE-200","CVE-2021-32707"
"CWE-367","CVE-2021-32708"
"CWE-367","CVE-2021-32708"
"CWE-306","CVE-2021-32709"
"CWE-79","CVE-2021-3271"
"CWE-384","CVE-2021-32710"
"CWE-200","CVE-2021-32711"
"CWE-200","CVE-2021-32712"
"CWE-79","CVE-2021-32713"
"CWE-190","CVE-2021-32714"
"CWE-444","CVE-2021-32715"
"CWE-200","CVE-2021-32716"
"CWE-200","CVE-2021-32717"
"CWE-79","CVE-2021-32718"
"CWE-79","CVE-2021-32719"
"CWE-125","CVE-2021-3272"
"CWE-200","CVE-2021-32720"
"CWE-601","CVE-2021-32721"
"CWE-400","CVE-2021-32722"
"CWE-400","CVE-2021-32723"
"CWE-532","CVE-2021-32724"
"CWE-276","CVE-2021-32725"
"CWE-668","CVE-2021-32726"
"CWE-295","CVE-2021-32727"
"CWE-295","CVE-2021-32728"
"CWE-287","CVE-2021-32729"
"CWE-94","CVE-2021-3273"
"CWE-352","CVE-2021-32730"
"CWE-668","CVE-2021-32731"
"CWE-79","CVE-2021-32733"
"CWE-209","CVE-2021-32734"
"CWE-79","CVE-2021-32735"
"CWE-915","CVE-2021-32736"
"CWE-79","CVE-2021-32737"
"CWE-287","CVE-2021-32738"
"CWE-267","CVE-2021-32739"
"CWE-400","CVE-2021-32740"
"NVD-CWE-Other","CVE-2021-32741"
"CWE-502","CVE-2021-32742"
"CWE-202","CVE-2021-32743"
"CWE-639","CVE-2021-32744"
"CWE-79","CVE-2021-32745"
"CWE-22","CVE-2021-32746"
"CWE-200","CVE-2021-32747"
"CWE-862","CVE-2021-32748"
"CWE-78","CVE-2021-32749"
"CWE-79","CVE-2021-3275"
"CWE-200","CVE-2021-32750"
"CWE-78","CVE-2021-32751"
"CWE-552","CVE-2021-32752"
"CWE-521","CVE-2021-32753"
"CWE-611","CVE-2021-32754"
"CWE-295","CVE-2021-32755"
"CWE-74","CVE-2021-32756"
"CWE-91","CVE-2021-32758"
"CWE-20","CVE-2021-32759"
"CWE-668","CVE-2021-32760"
"CWE-125","CVE-2021-32761"
"CWE-680","CVE-2021-32761"
"CWE-190","CVE-2021-32762"
"CWE-680","CVE-2021-32762"
"NVD-CWE-noinfo","CVE-2021-32763"
"CWE-79","CVE-2021-32764"
"CWE-190","CVE-2021-32765"
"CWE-209","CVE-2021-32766"
"CWE-532","CVE-2021-32767"
"CWE-79","CVE-2021-32768"
"CWE-22","CVE-2021-32769"
"CWE-434","CVE-2021-3277"
"CWE-522","CVE-2021-32770"
"CWE-78","CVE-2021-32772"
"CWE-610","CVE-2021-32773"
"CWE-352","CVE-2021-32774"
"CWE-209","CVE-2021-32775"
"CWE-352","CVE-2021-32776"
"CWE-863","CVE-2021-32777"
"CWE-834","CVE-2021-32778"
"CWE-863","CVE-2021-32779"
"CWE-89","CVE-2021-3278"
"CWE-754","CVE-2021-32780"
"CWE-119","CVE-2021-32781"
"CWE-79","CVE-2021-32782"
"CWE-79","CVE-2021-32782"
"CWE-610","CVE-2021-32783"
"CWE-134","CVE-2021-32785"
"CWE-601","CVE-2021-32786"
"NVD-CWE-noinfo","CVE-2021-32787"
"CWE-668","CVE-2021-32788"
"CWE-89","CVE-2021-32789"
"CWE-79","CVE-2021-3279"
"CWE-89","CVE-2021-32790"
"CWE-330","CVE-2021-32791"
"CWE-79","CVE-2021-32792"
"CWE-79","CVE-2021-32793"
"CWE-287","CVE-2021-32794"
"CWE-20","CVE-2021-32795"
"CWE-116","CVE-2021-32796"
"CWE-79","CVE-2021-32797"
"CWE-79","CVE-2021-32798"
"CWE-306","CVE-2021-32800"
"CWE-532","CVE-2021-32801"
"CWE-829","CVE-2021-32802"
"CWE-22","CVE-2021-32803"
"CWE-22","CVE-2021-32804"
"CWE-601","CVE-2021-32805"
"CWE-601","CVE-2021-32806"
"CWE-915","CVE-2021-32807"
"CWE-79","CVE-2021-32808"
"CWE-94","CVE-2021-32809"
"CWE-22","CVE-2021-3281"
"CWE-362","CVE-2021-32810"
"CWE-915","CVE-2021-32811"
"CWE-79","CVE-2021-32812"
"CWE-116","CVE-2021-32812"
"CWE-913","CVE-2021-32813"
"CWE-22","CVE-2021-32814"
"CWE-617","CVE-2021-32815"
"CWE-400","CVE-2021-32816"
"CWE-200","CVE-2021-32817"
"CWE-79","CVE-2021-32818"
"NVD-CWE-noinfo","CVE-2021-32819"
"CWE-287","CVE-2021-3282"
"CWE-200","CVE-2021-32820"
"CWE-200","CVE-2021-32822"
"CWE-400","CVE-2021-32823"
"CWE-22","CVE-2021-32825"
"CWE-78","CVE-2021-32826"
"CWE-74","CVE-2021-32827"
"CWE-94","CVE-2021-32829"
"NVD-CWE-noinfo","CVE-2021-3283"
"CWE-77","CVE-2021-32830"
"CWE-94","CVE-2021-32831"
"CWE-400","CVE-2021-32832"
"CWE-552","CVE-2021-32833"
"CWE-94","CVE-2021-32834"
"CWE-693","CVE-2021-32835"
"CWE-94","CVE-2021-32836"
"CWE-400","CVE-2021-32838"
"CWE-400","CVE-2021-32839"
"CWE-295","CVE-2021-3285"
"CWE-89","CVE-2021-3286"
"CWE-502","CVE-2021-3287"
"CWE-78","CVE-2021-3291"
"CWE-862","CVE-2021-32917"
"CWE-400","CVE-2021-32918"
"CWE-295","CVE-2021-32919"
"CWE-400","CVE-2021-32920"
"CWE-362","CVE-2021-32921"
"CWE-613","CVE-2021-32923"
"CWE-94","CVE-2021-32924"
"CWE-200","CVE-2021-32925"
"CWE-300","CVE-2021-32926"
"CWE-459","CVE-2021-32928"
"CWE-22","CVE-2021-3293"
"CWE-306","CVE-2021-32930"
"CWE-824","CVE-2021-32931"
"CWE-89","CVE-2021-32932"
"CWE-787","CVE-2021-32936"
"CWE-125","CVE-2021-32938"
"CWE-787","CVE-2021-32939"
"CWE-787","CVE-2021-32939"
"CWE-79","CVE-2021-3294"
"CWE-125","CVE-2021-32940"
"CWE-316","CVE-2021-32942"
"CWE-787","CVE-2021-32943"
"CWE-416","CVE-2021-32944"
"CWE-754","CVE-2021-32946"
"CWE-121","CVE-2021-32947"
"CWE-787","CVE-2021-32948"
"CWE-125","CVE-2021-32950"
"CWE-125","CVE-2021-32950"
"CWE-287","CVE-2021-32951"
"CWE-787","CVE-2021-32952"
"CWE-23","CVE-2021-32954"
"CWE-434","CVE-2021-32955"
"CWE-601","CVE-2021-32956"
"CWE-122","CVE-2021-32959"
"CWE-476","CVE-2021-32963"
"CWE-287","CVE-2021-32967"
"CWE-287","CVE-2021-3297"
"CWE-476","CVE-2021-32971"
"CWE-611","CVE-2021-32972"
"CWE-125","CVE-2021-32975"
"CWE-476","CVE-2021-32979"
"CWE-79","CVE-2021-3298"
"CWE-89","CVE-2021-32983"
"CWE-476","CVE-2021-32987"
"CWE-787","CVE-2021-32988"
"CWE-125","CVE-2021-32990"
"CWE-352","CVE-2021-32991"
"CWE-119","CVE-2021-32992"
"CWE-798","CVE-2021-32993"
"CWE-20","CVE-2021-32995"
"CWE-755","CVE-2021-32999"
"CWE-787","CVE-2021-33000"
"CWE-787","CVE-2021-33002"
"CWE-327","CVE-2021-33003"
"CWE-119","CVE-2021-33004"
"CWE-122","CVE-2021-33007"
"CWE-770","CVE-2021-33011"
"NVD-CWE-noinfo","CVE-2021-33012"
"CWE-824","CVE-2021-33015"
"CWE-288","CVE-2021-33017"
"CWE-787","CVE-2021-33019"
"CWE-121","CVE-2021-33019"
"CWE-787","CVE-2021-33023"
"CWE-269","CVE-2021-33026"
"CWE-331","CVE-2021-33027"
"CWE-862","CVE-2021-33031"
"CWE-78","CVE-2021-33032"
"CWE-416","CVE-2021-33033"
"CWE-416","CVE-2021-33034"
"CWE-120","CVE-2021-33035"
"CWE-444","CVE-2021-33037"
"CWE-200","CVE-2021-33038"
"CWE-120","CVE-2021-3304"
"CWE-79","CVE-2021-33041"
"CWE-287","CVE-2021-33044"
"CWE-287","CVE-2021-33045"
"CWE-347","CVE-2021-33054"
"CWE-78","CVE-2021-33055"
"CWE-444","CVE-2021-33056"
"CWE-863","CVE-2021-33058"
"CWE-20","CVE-2021-33059"
"CWE-276","CVE-2021-33062"
"CWE-426","CVE-2021-33063"
"CWE-276","CVE-2021-33071"
"CWE-400","CVE-2021-33073"
"NVD-CWE-noinfo","CVE-2021-3308"
"CWE-787","CVE-2021-33086"
"CWE-287","CVE-2021-33087"
"CWE-276","CVE-2021-33088"
"CWE-269","CVE-2021-33089"
"CWE-295","CVE-2021-3309"
"CWE-276","CVE-2021-33090"
"CWE-732","CVE-2021-33091"
"CWE-276","CVE-2021-33092"
"CWE-732","CVE-2021-33093"
"CWE-732","CVE-2021-33094"
"CWE-428","CVE-2021-33095"
"CWE-367","CVE-2021-33097"
"CWE-20","CVE-2021-33098"
"CWE-59","CVE-2021-3310"
"CWE-190","CVE-2021-33106"
"CWE-613","CVE-2021-3311"
"CWE-863","CVE-2021-33118"
"CWE-611","CVE-2021-3312"
"CWE-79","CVE-2021-3313"
"CWE-79","CVE-2021-3314"
"CWE-79","CVE-2021-3315"
"CWE-77","CVE-2021-3317"
"CWE-770","CVE-2021-33175"
"CWE-770","CVE-2021-33176"
"CWE-89","CVE-2021-33177"
"CWE-22","CVE-2021-33178"
"CWE-79","CVE-2021-33179"
"CWE-79","CVE-2021-3318"
"CWE-89","CVE-2021-33180"
"CWE-918","CVE-2021-33181"
"CWE-22","CVE-2021-33182"
"CWE-22","CVE-2021-33183"
"CWE-918","CVE-2021-33184"
"CWE-120","CVE-2021-33185"
"CWE-787","CVE-2021-33186"
"CWE-476","CVE-2021-3319"
"CWE-307","CVE-2021-33190"
"CWE-78","CVE-2021-33191"
"CWE-79","CVE-2021-33192"
"NVD-CWE-Other","CVE-2021-33193"
"CWE-835","CVE-2021-33194"
"CWE-74","CVE-2021-33195"
"CWE-400","CVE-2021-33196"
"CWE-862","CVE-2021-33197"
"NVD-CWE-noinfo","CVE-2021-33198"
"CWE-20","CVE-2021-33199"
"CWE-476","CVE-2021-3320"
"CWE-843","CVE-2021-3320"
"CWE-787","CVE-2021-33200"
"CWE-22","CVE-2021-33203"
"CWE-77","CVE-2021-33204"
"CWE-269","CVE-2021-33205"
"CWE-307","CVE-2021-33209"
"CWE-191","CVE-2021-3321"
"CWE-287","CVE-2021-33210"
"CWE-22","CVE-2021-33211"
"CWE-79","CVE-2021-33212"
"CWE-918","CVE-2021-33213"
"CWE-276","CVE-2021-33214"
"CWE-22","CVE-2021-33215"
"NVD-CWE-Other","CVE-2021-33216"
"CWE-787","CVE-2021-33217"
"CWE-798","CVE-2021-33218"
"CWE-798","CVE-2021-33219"
"CWE-476","CVE-2021-3322"
"CWE-798","CVE-2021-33220"
"CWE-306","CVE-2021-33221"
"CWE-191","CVE-2021-3323"
"CWE-287","CVE-2021-3325"
"CWE-1236","CVE-2021-33256"
"CWE-668","CVE-2021-33259"
"CWE-617","CVE-2021-3326"
"CWE-787","CVE-2021-33265"
"CWE-787","CVE-2021-33266"
"CWE-787","CVE-2021-33267"
"CWE-787","CVE-2021-33268"
"CWE-787","CVE-2021-33269"
"CWE-79","CVE-2021-3327"
"CWE-787","CVE-2021-33270"
"CWE-787","CVE-2021-33271"
"CWE-787","CVE-2021-33274"
"CWE-125","CVE-2021-3328"
"CWE-125","CVE-2021-33285"
"CWE-787","CVE-2021-33286"
"CWE-787","CVE-2021-33287"
"CWE-787","CVE-2021-33289"
"CWE-787","CVE-2021-3330"
"NVD-CWE-Other","CVE-2021-3331"
"CWE-863","CVE-2021-3332"
"CWE-770","CVE-2021-33320"
"CWE-640","CVE-2021-33321"
"CWE-613","CVE-2021-33322"
